음식이름,음식재료,음식조리법,음식영양성분,음식이미지url
Tomato and Black Bean Quinoa Casserole,"100g frozen blueberries
60g natural Greek Yoghurt
200ml oat milk, unsweetened
30g F45 Fuel Vanilla Protein
1/2 cup ice
15g shredded coconut
10g activated buckwheat (buckinis)","INSTRUCTIONS
Add all of the ingredients except the toppings into a blender, and blend until a smooth consistency is formed
Pour the smoothie into a glass and top with coconut and buckinis
Serve","Serving size 423g
Calories 438 cal
Protein 32.6g
Fat, total 18.5g
- saturated 11.8g
Carbohydrate 32.0g
- sugars 17.4g
Sodium 102mg",https://cdn.f45training.com/strapi/uploads/2020/01/13165954/smoothie.jpg
Tomato and Black Bean Quinoa Casserole,"3.6 ounce rolled oats
2.2 ounce peanut butter
1.1 ounce PI Nutrition Vanilla Whey Isolate (or plant based alternative)
1.1 fl.oz maple syrup
1.5 ounce almond flour
2.9 ounce medjool dates (pitted)
2.1 fl.oz water
0.5 Teaspoon cinnamon","INSTRUCTIONS
Line a slice tray with baking paper and set aside
Soak the dates in hot water for 5-7 minutes or until they soften to a paste-like texture
Add peanut butter, protein powder, rice malt syrup, almond meal, Medjool dates, water and cinnamon in a food processor and process for a minute or until the ingredients are combined
Mix in the rolled oats with a spoon and process until combined
Pour the mixture into the tray and press down firmly creating a rectangle shape
Refrigerate for one hour or until set. Remove the slice from the fridge, and cut into 5 slices
Enjoy one slice and refrigerate the remaining 4 slices as leftovers","Serving size 70g
Calories 261 cal
Protein 12.1g
Fat, total 12.7g
- saturated 1.7g
Carbohydrate 23.3g
- sugars 10.9g
Sodium 14mg",https://cdn.f45training.com/strapi/uploads/2020/01/16144157/peanut-butter-slice.jpg
Tomato and Black Bean Quinoa Casserole,"18 ounce cauliflower (chopped)
3.6 ounce avocado (chopped)
3.6 ounce baby spinach leaves (chopped)
3.6 ounce cucumber (chopped)
10g chopped cilantro
2.9 ounce red onion (chopped)
5.3 ounce tomato (chopped)
1.35fl. oz lime juice, freshly squeezed
1.1 fl.oz extra virgin olive oil
1.1 ounce raw almond (chopped)
1 Teaspoon turmeric
1.1 ounce nutritional yeast flakes","INSTRUCTIONS
Pre-heat oven to 355°F and line a baking tray with baking paper. Place the cauliflower on the tray and sprinkle the turmeric and nutritional yeast flakes over the cauliflower. Bake in the oven for 20 minutes or until golden brown on the top. Once cooked remove from the oven.
To make the avocado salsa combine the spinach, avocado, cucumber, cilantro, almonds, onion and tomato in a bowl
Drizzle the olive oil and lime juice over the salad and mix well
Divide the roasted cauliflower into two serves. Dish one serving in a bowl and pour half of the avocado salsa over the top
Refrigerate the second meal for tomorrow's leftover","Serving size 586g
Calories 446 cal
Protein 19.65g
Fat, total 29.42g
- saturated 3.93g
Carbohydrate 19.71g
- sugars 12.54g
Dietary Fibre 16.72g
Sodium 167.69mg",https://cdn.f45training.com/strapi/uploads/Oven_Roasted_Cauliflower_with_Zesty_Avocado_Salsa_88a9b23a53.jpeg
Tomato and Black Bean Quinoa Casserole,"1.5 ounce desiccated coconut
4.3 ounce frozen cherries (thawed)
1.1 ounce cacao powder
0.8 ounce pistachio (chopped)
0.4 ounce cacao nibs
3.4 fl.oz coconut oil
2.9 ounce almonds (chopped)
2.9 ounce almond butter
0.9 fl.oz maple syrup (5 tsp)
0.2 fl.oz vanilla bean extract (1 tsp.)","INSTRUCTIONS
Squeeze cherries on paper towel to remove excess liquid
Add the coconut, pistachio, cherries, cacao, cacao nibs and almonds in a food processor. Blitz until the ingredients combine together. Transfer to a bowl
In a small saucepan over low-medium heat, melt the coconut oil and almond butter. Once melted pour the coconut oil and almond butter into the bowl of ingredients
Add the maple syrup and vanilla extract and using a wooden spoon combine all the ingredients together
Pour the mixture into a deep tray and press down firmly to a 3cm thickness
Place in the fridge for 1 hour to set.
Using a knife cut into 14 slices
Enjoy as a treat","Serving size 51g
Calories 242 cal
Protein 4.84g
Fat, total 21.43g
- saturated 11.25g
Carbohydrate 7.75g
- sugars 5.26g
Sodium 2.12mg",https://s3-ap-southeast-2.amazonaws.com/f45challenge/wp-content/uploads/2015/12/09170721/cacao-cherry-slice.jpg
Tomato and Black Bean Quinoa Casserole,"8 ounce zucchini
3.6 ounce carrot (diced)
100g bell pepper, diced
9.8 ounce tomato (chopped)
2 ounce brown onion (diced)
3.6 ounce baby spinach leaves
1 garlic clove, crushed
0.4 fl.oz extra virgin olive oil
15g tomato paste
1/2 tsp. chili flakes
1 tsp. dried Italian herbs
20g fresh basil leaves, chopped
50g vegan cheese, grated","INSTRUCTIONS
Heat olive oil in a non-stick fry pan over medium heat and saute the garlic and onion for a minute
Mix in the carrot, capsicum, fresh basil, dried Italian herbs, chili flakes, tomato paste, and tomato and allow to simmer on low-medium heat for 15 minutes
Once the tomatoes begin to soften, press on them gently to release the tomato juice. Mix in the baby spinach leaves and continue simmering on low heat for 5-10 minutes
Add the zucchini spirals into a bowl and pour the tomato sauce over the top
Sprinkle the vegan cheese over the top and serve","Serving size 956g
Calories 442 cal
Protein 14.8g
Fat, total 24.7g
- saturated 3.4g
Carbohydrate 31.6g
- sugars 26.5g
Sodium 626.4mg
Dietary Fibre 17.9g",https://cdn.f45training.com/strapi/uploads/2019/12/10135134/zucchini-spag-with-tomato-sauce.jpg
Tomato and Black Bean Quinoa Casserole,"7.1 ounce firm tofu (uncooked, cubed)
11 ounce sweet potato (chopped)
7.1 ounce broccoli (chopped)
7.1 ounce zucchini (chopped)
3.6 ounce brown onion (chopped)
3 garlic clove
1 fl.oz. lemon, freshly squeezed
1 Teaspoon dried italian herbs
1 Teaspoon cumin
1.1 ounce wholemeal breadcrumbs
1 Pinch himalayan salt & pepper
0.4 fl.oz extra virgin olive oil (for vegetables)
0.4 fl.oz extra virgin olive oil (for tofu)","INSTRUCTIONS
Pre-heat oven to 350˚F and line a baking tray with baking paper
Marinate the onion, zucchini, broccoli, and sweet potato with olive oil, Himalayan salt, and pepper.
In a separate medium bowl combine the breadcrumbs with Italian herbs and ground cumin spice.
Add the sweet potato, onion, zucchini, and garlic to the baking tray.
Top with breadcrumb seasoning and bake in the oven for 15 minutes until the veggies are tender.
Remove the tray from the oven and add the broccoli. 
Sprinkle the remaining breadcrumbs over the top and continue baking for about 15-20 minutes. Once cooked remove veggies from the oven.
To cook the tofu heat olive oil in a non-stick pan over medium heat and cook the cubed tofu for 7-10 minutes. Season with lemon juice and Himalayan salt while cooking. Once cooked divide the vegetables and tofu into two servings. 
Dish one serving and refrigerate the leftover meal for tomorrow. ","Serving size 547g
Calories 442 cal
Protein 24.1g
Fat, total 18.5g
- saturated 2.5g
Carbohydrate 37.2g
- sugars 14.4g
Sodium 253mg",https://cdn.f45training.com/strapi/uploads/2019/12/06142041/shutterstock_235182385.jpg
Tomato and Black Bean Quinoa Casserole,"7.1 ounce tempeh (uncooked)
3.6 ounce cos lettuce (shredded)
2.2 ounce scallions (chopped)
3.6 ounce canned corn kernels (drained)
5.3 ounce tomato (diced)
5.3 ounce canned black beans (rinsed and drained)
2.9 ounce avocado (mashed)
0.5 lime (cut into wedges)
0.7 fl.oz extra virgin olive oil (4 tsp)
1 Teaspoon dried coriander
1 Teaspoon cumin
1 Teaspoon Paprika
1 Teaspoon chilli flakes
1 garlic clove (crushed)","INSTRUCTIONS
Pre-heat oven to 350˚F and line a baking tray with baking paper.
Place the tempeh onto the tray and bake in the oven for 10 minutes, turning over after 5 minutes to ensure both sides are cooked.
Heat half of the olive oil in a non-stick pan over medium heat and saute the black beans, scallion, and corn with the garlic, dried coriander, cumin, paprika and chili flakes for 1-2 minutes. Once cooked remove from the heat.
Between two bowls, evenly divide the lettuce, black bean mixture, tomato, avocado, and baked tempeh strips.
Drizzle each bowl with lime juice and remaining olive oil. 
Dish one bowl and refrigerate the leftover bowl for tomorrow's lunch.","Serving size 444g
Calories 445 cal
Protein 25.8g
Fat, total 22.3g
- saturated 3.4g
Carbohydrate 28.6g
- sugars 7.4g
Sodium 502mg",https://cdn.f45training.com/strapi/uploads/2019/12/06114724/mexi-tempeh-bowl.jpg
Tomato and Black Bean Quinoa Casserole,"5.3 ounce beets (chopped (Beetroot and Black-bean Burger)
5.3 ounce canned black beans (rinsed and drained (Beetroot and Black-bean Burger)
2.2 ounce brown onion (diced (Beetroot and Black-bean Burger)
1 garlic clove (crushed (Beetroot and Black-bean Burger)
1.8 ounce all purpose flour (Beetroot and Black-bean Burger)
1 Teaspoon cumin (Beetroot and Black-bean Burger)
1 Teaspoon Paprika (Beetroot and Black-bean Burger)
2 Teaspoon dried oregano (Beetroot and Black-bean Burger)
1 spray Olive oil spray (Beetroot and Black-bean Burger)
0.8 ounce tomato paste (Beetroot and Black-bean Burger)
2.2 ounce cos lettuce (Beetroot and Black-bean Burger)
2.9 ounce tomato (sliced (Beetroot and Black-bean Burger)
1 Pinch Himalayan salt (Beetroot and Black-bean Burger)
3.2 ounce unsweetened coconut yoghurt (Coconut Tzatziki)
1.5 ounce cucumber (finely chopped (Coconut Tzatziki)
1 garlic clove (crushed (Coconut Tzatziki)
11 ounce carrot (sliced into chips (Carrot and Zucchini Chips)
7.1 ounce zucchini (sliced into chips (Carrot and Zucchini Chips)
0.4 fl.oz extra virgin olive oil (Carrot and Zucchini Chips)
1 Pinch himalayan salt & pepper (Carrot and Zucchini Chips)","INSTRUCTIONS
Beetroot and Black-bean Burger
Heat an oven to 355°F and line a baking tray with baking paper
Add the beetroot to the tray and bake in the oven for 25-30 minutes or until soft
Remove from the oven and allow to cool for 10 minutes then remove the skin
Heat a non-stick fry pan over medium heat and lightly spray the pan with olive oil
Saute the onion with garlic for a minute
Mix in the black beans and tomato paste and cook for 4 minutes or until the beans have softened. Once cooked allow to cook for 5 minutes
Add the beans, beetroot, plain flour, cumin, Himalayan salt, paprika and oregano in a food processor. Pulse for 10-20 seconds or until the ingredients are combined
Divide the mixture into two, and form patties in the palm of your hands. Transfer to a baking tray. Bake in the oven for 15 minutes, turning over after 7 minutes to ensure both sides are cooked
Once the patties are cooked remove from the oven
Divide the lettuce leaves and tomato between two serves and add the black bean burger on top
Coconut Tzatziki
Combine the coconut tzatziki ingredients in a small bowl
Divide between the two burgers and add on top of the pattie
Carrot and Zucchini Chips
Heat an oven to 355°F and line a baking tray with baking paper
Add the carrot and zucchini to the tray
Pour the olive oil into a small bowl and using a pastry brush, brush the olive oil over the chips
Season the chips with Himalayan salt and pepper
Bake in the oven for 25 minutes or until golden brown
Once cooked remove from the oven, divide into two serves and serve beside the Beetroot and Black-bean burger
Dish one serving and refrigerate the second meal for tomorrow","Serving size 612g
Calories 455 cal
Protein 12.7g
Fat, total 13.7g
- saturated 8.2g
Carbohydrate 58.0g
- sugars 27.0g
Sodium 203mg",https://cdn.f45training.com/strapi/uploads/2019/11/28162246/shutterstock_469603661.jpg
Tomato and Black Bean Quinoa Casserole,"7.1 ounce shrimp (uncooked, peeled)
7.1 ounce zucchini (peeled into ribbons)
3.6 ounce carrot (peeled into ribbons)
5.3 ounce cucumber (peeled into ribbons)
1.5 ounce radish (sliced)
2.2 ounce avocado (sliced)
1 garlic clove (crushed (prawn marinade))
0.5 fl oz lemon juice, freshly squeezed (prawn marinate)
0.5 Teaspoon Himalayan salt (prawn marinade)
1 Teaspoon red chilli (prawn marinade)
2 Teaspoon dried parsley (prawn marinade)
0.2 fl.oz extra virgin olive oil
0.2 fl.oz extra virgin olive oil (Dressing)
0.33 fl oz lemon juice, freshly squeezed (Dressing)","INSTRUCTIONS
Marinate the prawns in garlic, lemon juice, Himalayan salt, chili and parsley. Refrigerate for 1/2 hour
Once marinated, remove the prawns from the fridge and heat olive oil in a non-stick fry pan over medium heat
Saute the prawns for 1-2 minutes on each side or until cooked. Once cooked remove from the stove
Combine the zucchini, carrot, cucumber, radish and avocado in a bowl
Mix in the prawns
Drizzle the olive oil and lemon juice over the top
Serve","Serving size 801g
Calories 451 cal
Protein 46.5g
Fat, total 20.3g
- saturated 4.6g
Carbohydrate 17.1g
- sugars 15.9g
Sodium 863mg",https://cdn.f45training.com/strapi/uploads/2019/11/28141133/shutterstock_133034051.jpg
Tomato and Black Bean Quinoa Casserole,"14 ounce cauliflower (finely chopped)
7.1 ounce frozen green peas (thawed)
5.3 ounce carrot (diced)
2.2 ounce scallions (chopped)
1 garlic clove (crushed)
2 Teaspoon curry powder
0.5 fl.oz extra virgin olive oil (2.5 tsp)
1 Pinch himalayan salt & pepper
COCONUT TZATZIKI
7.1 ounce unsweetened coconut yoghurt
2.9 ounce cucumber (finely diced)
1 Teaspoon dried mint","INSTRUCTIONS
Heat olive oil in a skillet over medium heat and saute the scallions with the garlic for 1 minute.
Mix in the carrot and cook for another 3-4 minutes.
Add the green peas, finely chopped cauliflower, and curry powder, Continue cooking for 7-10 minutes, stirring occasionally. Season with Himalayan salt and black pepper. Once cooked set aside.
While the cauliflower is cooking, combine the coconut tzatziki ingredients together in a medium bowl.
Divide the cauliflower rice and coconut tzatziki into two servings.
Dish one serving and refrigerate the second portion for tomorrow.","Serving size 556g
Calories 444 cal
Protein 13.6g
Fat, total 28.6g
- saturated 21.4g
Carbohydrate 28.1g
- sugars 21.6g
Sodium 321mg",https://cdn.f45training.com/strapi/uploads/2019/11/26131628/rice.jpg
Tomato and Black Bean Quinoa Casserole,"2.8oz arugula
3.5oz red bell pepper
5.3 ounce eggplant (chopped)
5.3 ounce zucchini (cut into rounds)
2.5 ounce red onion (sliced)
0.6 ounce sunflower kernels
0.6 ounce pumpkin seed
8.9 ounce canned brown lentils (rinsed and drained)
0.6 fl.oz extra virgin olive oil (Mustard Vinaigrette)
2.5 ounce avocado (chopped)
0.6 ounce whole grain mustard (Mustard Vinaigrette)
1.4 fl.oz brown balsamic vinegar (Mustard Vinaigrette)","INSTRUCTIONS
Pre-heat oven to 356F and line a baking tray with baking paper.
Add the bell pepper, eggplant, zucchini and onion on the tray and drizzle olive oil over the top. Season with Himalayan salt.
Bake in the oven for 20-25 minutes or until cooked. Once cooked remove from the oven and allow to cool.
Add the arugula, lentils and roasted vegetables in a salad bowl.
Add the seeds and avocado over the top.
Separately combine the mustard vinaigrette ingredients in a small jar and pour over the salad.
Divide the salad into two serves. Dish one serving in a bowl and refrigerate the leftover salad for tomorrow's meal.","Serving size 485g
Calories 459 cal
Protein 22.0g
Fat, total 21.2g
- saturated 2.9g
Carbohydrate 35.7g
- sugars 11.5g
Sodium 168mg",https://cdn.f45training.com/strapi/uploads/2019/11/21134106/warm-vegetable-salad.jpg
Tomato and Black Bean Quinoa Casserole,"5.3 ounce beets (chopped)
5.3 ounce canned chickpeas (425g = 225g chickpeas, drained) (rinsed and drained)
10ml olive oil
50ml water
0.85 fl oz lemon juice, freshly squeezed
1 Pinch himalayan salt & pepper
0.6 ounce tahini
1 garlic clove, crushed
1 tsp. cumin
1 tsp. paprika
250g carrot, cut into chips
spray Olive oil spray","INSTRUCTIONS
Pre-heat oven to 180 degrees Celcius. Line a baking tray with baking paper
Place the beetroot and carrot onto the tray. Lightly spray olive oil over the beetroot and carrots and season with Himalayan salt and pepper. Bake in the oven for 30 minutes or until cooked. Once cooked set aside to cool
Once the beetroot has cooled, remove the skin and transfer to a food processor
Add the chickpeas, olive oil, water, lemon juice, tahini, garlic, cumin, and paprika. Process until a smooth consistency is formed. Divide the beetroot and hummus dip into two serves
Dish one serving of the beetroot and hummus dip with half of the carrot chips
Refrigerate the second serve for tomorrow's leftover","Serving size 330g
Calories 269 cal
Protein 8.8g
Fat, total 11.3g
- saturated 1.5g
Carbohydrate 25.9g
- sugars 15g
Sodium 375.8mg
Dietary Fibre 13.7g",https://cdn.f45training.com/strapi/uploads/2019/11/21121832/beetroot-dip-.jpg
Tomato and Black Bean Quinoa Casserole,"11 ounce silken tofu (uncooked)
2 x 1.34oz wholegrain bread slice
3.6 ounce mushroom (chopped)
2.9 ounce cherry tomatoes (chopped)
1.1 ounce baby spinach leaves
1.8 ounce brown onion (sliced)
1 Teaspoon Dried chives
0.5 Teaspoon turmeric powder
1 garlic clove (crushed)
0.3 fl.oz extra virgin olive oil","INSTRUCTIONS
Heat olive oil in a non-stick fry pan over medium temperature
Saute the tofu, onion, mushroom, chives, turmeric, and garlic for a few minutes
Mix in the cherry tomatoes and baby spinach leaves and continue cooking for 5-7 minutes, stirring occasionally
Toast the bread and transfer to a plate
Add the vegan scramble on top
Serve","Serving size 651g
Calories 449 cal
Protein 27.0g
Fat, total 16.1g
- saturated 2.3g
Carbohydrate 39.0g
- sugars 7.6g
Sodium 369mg",https://cdn.f45training.com/strapi/uploads/2019/11/21110608/tofu-scramble.jpg
Tomato and Black Bean Quinoa Casserole,"6 ounce canned chickpeas (425g = 225g chickpeas, drained) (rinsed and drained (Falafel))
1.8 ounce brown onion (Falafel)
0.4 fl.oz extra virgin olive oil (to brush over the falafel)
1 Teaspoon Ground coriander (Falafel)
1 Teaspoon cumin (Falafel)
0.5 Teaspoon smoked paprika (Falafel)
0.4 ounce parsley (fresh, chopped, Falafel)
0.1 ounce chia seeds (0.5 tsp, Falafel)
1 garlic clove (Falafel)
1 Pinch himalayan salt & pepper (Falafel)
0.6 ounce tahini (Tahini Dressing)
0.33fl. oz lemon juice (Tahini Dressing)
0.2 ounce parsley (fresh, chopped, Tahini Dressing)
1.1 fl.oz water (warm (Tahini Dressing))
1 garlic clove (crushed (Tahini Dressing))
1.8 ounce arugula
1.8 ounce cucumber (sliced)
1.8 ounce cherry tomatoes (chopped)","INSTRUCTIONS
Falafel
Pre-heat oven to 355°F and line a baking tray with baking paper
Pulse the chickpeas in a food processor until it becomes crumbly
Add in the coriander, cumin, paprika, parsley, Himalayan salt and pepper, garlic, chia seeds and onion and blend until the mixture is combined
Transfer the mixture to a bowl. Using the palm of your hands roll the falafel balls to make 5 and place on the tray
Using a pastry brush, brush the olive oil over the falafel
Place the balls on the tray and bake in the oven for 20 minutes, turning over half-way to ensure all sides of the falafel are cooked. Once cooked and golden brown, remove the falafels from the oven and set aside
Tahini Dressing
Add all of the ingredients in a jar and mix together
Set aside
Create the Middle Eastern Falafel Bowl
Add the arugula, cucumber, cherry tomatoes, and falafel into a bowl without combining the ingredients together
Pour the tahini dressing over the top
Serve","Serving size 467g
Calories 447 cal
Protein 17.86g
Fat, total 23.63g
- saturated 3.09g
Carbohydrate 30.14g
- sugars 6.44g
Sodium 597.91mg",https://cdn.f45training.com/strapi/uploads/2019/11/20161845/falafel-balls.jpg
Tomato and Black Bean Quinoa Casserole,"2.5 ounce arborio rice (Uncooked)
15 fl.oz reduced salt liquid vegetable stock
0.2 ounce butter
0.8 ounce vermicelli rice noodles (Uncooked)
YOGURT DRESSING
7.1 ounce unsweetened greek yoghurt
1.8 ounce cucumber (grated)
1 garlic clove (crushed)
1 Teaspoon dried mint
1 Pinch Himalayan salt
TOMATO AND CUCUMBER SALAD
5.3 ounce cucumber (diced)
7.1 ounce tomato (diced )
1.8 ounce red onion (diced)
2.9 ounce parsley (chopped )
0.6 ounce sunflower kernels
1.5 fl.oz. lemon, freshly squeezed
0.6 fl.oz extra virgin olive oil (3 tsp)","INSTRUCTIONS
Turkish Rice
Melt the butter in a medium saucepan over medium heat. Add the vermicelli noodles and saute for 1-2 minutes, until lightly golden.
Add the liquid vegetable stock to the saucepan and bring to a boil. 
Add in the rice and reduce heat to medium-low. Cook for about 20 minutes or until the rice has expanded and is tender. Set aside
Yogurt Dressing
Combine all dressing ingredients together in a small bowl. Set aside.
Tomato and Cucumber Salad
Combine ingredients together in a medium bowl. Set aside.
Turkish Rice Bowl with Yogurt Dressing
Divide the turkish rice, yogurt dressing, and tomato and cucumber salad between two bowls.
Serve one bowl and refrigerate the second bowl for tomorrow's leftover.","Serving size 683g
Calories 443 cal
Protein 16.0g
Fat, total 15.8g
- saturated 4.3g
Carbohydrate 52.9g
- sugars 14.9g
Sodium 829mg",https://cdn.f45training.com/strapi/uploads/2019/11/20130541/tukkish-rice.jpg
Tomato and Black Bean Quinoa Casserole,"1 x 2.11oz wholemeal pita bread
0.8 ounce tomato paste
1 garlic clove (crushed)
0.3 ounce basil (chopped)
0.2 fl.oz extra virgin olive oil (1 tsp)
70g red bell pepper
1.8 ounce red onion (sliced)
3.2 ounce mushroom (chopped)
0.8 ounce black olives (pitted and sliced)
3.2 ounce eggplant (chopped)
1.1 ounce dairy-free shredded cheese","INSTRUCTIONS
Pre-heat oven to 355°F and line a baking tray with baking paper
Add a pita bread to the tray. Spread tomato paste, crushed garlic, olive oil, pinch of himalayan salt and pepper and basil on the base
Layer the bell pepper, red onion, mushrooms, black olives, and eggplant 
Sprinkle the cheese over the top. Bake the pizza in the oven for 10 minutes 
Cut the pizza into slices
Serve","Serving size 445g
Calories 443 cal
Protein 18.13g
Fat, total 17.60g
- saturated 5.0g
Carbohydrate 45.85g
- sugars 13.28g
Sodium 1684.85mg",https://cdn.f45training.com/strapi/uploads/2019/11/19104647/veggie-pita-bread.jpg
Tomato and Black Bean Quinoa Casserole,"5.3 ounce chicken breast fillet
3.6 ounce cauliflower (chopped)
2.9 ounce zucchini (chopped)
2.9 ounce carrot (chopped)
3.6 ounce green beans (trimmed)
2.9 ounce frozen green peas
0.1 fl.oz extra virgin olive oil (0.5 tsp)
1.5 ounce shredded cheddar cheese
2.9 ounce canned crushed tomatoes
0.5 Teaspoon dried basil
1 Pinch himalayan salt & pepper","INSTRUCTIONS
Pre heat oven to 356°F and line a baking tray with baking paper. Place the chicken breast on the tray and bake for 10 minutes.
After 10 minutes, remove the chicken from the oven and top with the crushed tomatoes, basil and cheese and bake for another 2-4 minutes or until the topping has melted and the chicken is cooked through.
Meanwhile cook the cauliflower, carrot and green beans in a steaming basket over boiling water. With a few minutes remaining add the zucchini and peas and cook until softened. Once ready season with olive oil and salt.
Serve the chicken parmigiana alongside the spring vegetables.","Serving size 714g
Calories 452 cal
Protein 55.32g
Fat, total 12.76g
- saturated 5.87g
Carbohydrate 23.70g
- sugars 18.65g
Dietary Fibre 13.39g
Sodium 687.43mg",https://cdn.f45training.com/strapi/uploads/2019/11/15153908/Healthy-Chicken-Parmigiana-with-Spring-Vegetables.jpg
Tomato and Black Bean Quinoa Casserole,"5.3 ounce pork strips
3 ounce broccoli (chopped)
3.2 ounce green beans (ends trimmed, chopped)
1 Pinch Himalayan salt
0.1 fl.oz extra virgin olive oil (0.5 tsp)
0.2 ounce sesame seed (1 tsp)
MAPLE MISO SAUCE
0.2 fl.oz sesame oil (1 tsp)
0.2 ounce ginger (0.5 tsp, grated)
1 garlic clove (crushed)
0.8 ounce white miso paste (1 tbsp)
0.2 fl.oz maple syrup (1 tsp)
0.2 fl.oz rice wine (1 tsp)
0.2 fl.oz reduced salt soy sauce (1 tsp)
0.2 fl.oz water (1 tsp)","INSTRUCTIONS
To make the miso sauce, add sesame oil, miso paste, garlic, ginger, maple syrup, rice wine vinegar, soy sauce and water to a bowl and stir to combine. Add the pork to the miso marinade and marinate for at least ten minutes in the refrigerator
Heat a pan over medium temperature. Cook the pork, stirring for several minutes until cooked through
Meanwhile cook the broccoli and green beans in a steaming basket over boiling water until softened. Once ready, season with olive oil and salt
Serve the miso pork alongside the vegetables and sprinkle with sesame seeds
Serve and enjoy","Serving size 355g
Calories 445 cal
Protein 42.31g
Fat, total 22.73g
- saturated 6.52g
Carbohydrate 12.73g
- sugars 7.14g
Sodium 1173.62mg",https://cdn.f45training.com/strapi/uploads/2019/11/15100440/Miso-Pork-with-Breen-Beans-_-Broccoli.jpg
Tomato and Black Bean Quinoa Casserole,"5.3 ounce cauliflower (chopped into florets)
5.3 ounce zucchini (cut lengthwise)
3.6 ounce carrot (peeled and cut into sticks)
3.6 ounce green beans (ends trimmed)
3.6 ounce frozen green peas
1.5 ounce feta cheese (crumbled)
7.1 ounce lean beef mince (meatballs)
2.2 ounce brown onion (diced (meatballs))
0.2 fl.oz extra virgin olive oil (1 tsp. (meatballs))
1.8 ounce wholemeal breadcrumbs (meatballs)
1 x 1.76oz egg (meatballs)
1 Teaspoon dried parsley (meatballs)
0.2 ounce red chilli (finely chopped (meatballs))
0.5 Teaspoon cumin (meatballs)
1 Teaspoon Paprika (meatballs)
1 Pinch himalayan salt & pepper (meatballs)","INSTRUCTIONS
Combine the meatball ingredients together in a large bowl.
Using clean hands, roll the mixture into medium-sized balls and transfer to a plate. Place in the fridge for 30 minutes. 
Pre-heat the oven to 400˚F and line a baking tray with baking paper. Place the meatballs evenly on the tray and bake for approximately 15 minutes or until cooked through. You can turn the meatballs after about 8 minutes to ensure they cook evenly. 
Meanwhile, steam the chopped cauliflower, carrots, and green beans in a steaming basket over boiling water for 3-4 minutes. Add the zucchini and peas and cook until softened.
Divide the cooked meatballs and veggies into two servings. Serve one portion and top with half of the feta cheese. Refrigerate the remaining portion for tomorrow's leftovers. ","Serving size 505g
Calories 457 cal
Protein 39.0g
Fat, total 18.1g
- saturated 6.7g
Carbohydrate 30.1g
- sugars 12.8g
Sodium 596mg",https://cdn.f45training.com/strapi/uploads/Chilli_Beef_Meatballs_with_Spring_Vegetables_020a72677f.jpeg
Tomato and Black Bean Quinoa Casserole,"9.2 ounce chicken breast fillet (skinless, cut into strips)
0.1 fl.oz extra virgin olive oil (0.5 tsp.)
1 Pinch himalayan salt & pepper
0.3 ounce sesame seed
1.1 ounce peanuts (lightly crushed)
8g cilantro, chopped
11 ounce Coleslaw mix (green cabbage, red cabbage and carrot)
0.6 fl.oz reduced salt soy sauce (Peanut Ginger Dressing)
0.4 fl.oz rice wine (Peanut Ginger Dressing)
0.5fl.oz lime juice, freshly squeezed (Peanut Ginger Dressing)
0.2 ounce honey (0.5 tsp. (Peanut Ginger Dressing))
0.3 ounce peanut butter (1.5 tsp. (Peanut Ginger Dressing))
0.1 ounce ginger root (1 tsp. peeled and finely chopped (Peanut Ginger Dressing))
0.3 fl.oz sesame oil (Peanut Ginger Dressing)
0.2 fl.oz extra virgin olive oil (1 tsp. (Peanut Ginger Dressing))","INSTRUCTIONS
Heat olive oil in a non stick pan over medium heat and cook the chicken on both sides for 7-8 minutes or until cooked through. Season with salt and pepper.
In a small bowl, combine the ingredients for the Peanut Ginger Dressing.
Add the coleslaw mix to a large bowl, stir through the cooked chicken and chopped cilantro. Sprinkle with crushed peanuts and sesame seeds.
Serve half of the salad and dress with half of the dressing.
Refrigerate the remaining salad and dressing for tomorrow.","Serving size 320g
Calories 446 cal
Protein 36.12g
Fat, total 28.22g
- saturated 5.80g
Carbohydrate 8.11g
- sugars 6.90g
Sodium 579.21mg",https://cdn.f45training.com/strapi/uploads/2019/11/14164217/Peanut-Ginger-_-Sesame-Chicken-Salad.jpg
